date,ticker,sector,type,leftlead,trr_open,intraweekly,intramonthly,openweekly,openmonthly,size,additional,discountfromlast,adtv,secondary,biotech,fut
8/8/17,PRAH,7,3,48,-0.009769,-0.5623,-0.554465,-0.478914,-0.329541,0.7575,0.159613,-0.042835,26.36,1.00,0.00,-0.011617
8/8/17,EVH,7,1,35,-0.010076,-0.5623,-0.554465,-0.478914,-0.329541,0.174999982,0.114063,0,17.49,0.00,0.00,-0.075566
8/8/17,MKC,4,1,10,0.033702,-0.5623,-0.554465,-0.478914,-0.329541,0.574999986,0.042459,-0.026986,4.69,0.00,0.00,0.02442
8/8/17,MYOK,7,1,35,0.014085,-0.5623,-0.554465,-0.478914,-0.329541,0.1428875,0.100126,-0.019337,16.37,0.00,1.00,0.021126
8/8/17,TMO,7,1,31,-0.004327,-0.5623,-0.554465,-0.478914,-0.329541,1.724999949,0.021991,-0.017185,6.31,0.00,0.00,0.017543
8/9/17,BK,6,4,10,0.003374,-0.265989,-0.542468,-0.478977,-0.223037,0.5335,0.009679,-0.012768,2.31,1.00,0.00,-0.029616
8/9/17,FANG,5,3,23,0.009719,-0.265989,-0.542468,-0.478977,-0.223037,0.2778,0.030571,-0.020935,2.18,1.00,0.00,-0.015551
8/9/17,MANU,2,3,48,0.005882,-0.265989,-0.542468,-0.478977,-0.223037,0.085,0.026507,-0.008746,28.96,1.00,0.00,0.008824
8/9/17,MCRN,8,3,23,-0.024706,-0.265989,-0.542468,-0.478977,-0.223037,0.153,0.129979,-0.015064,30.08,1.00,0.00,-0.045294
8/9/17,MX,10,3,5,0.004505,-0.265989,-0.542468,-0.478977,-0.223037,0.045387656,0.120133,-0.059322,8.39,1.00,0.00,-0.058559
8/9/17,DVAX,7,1,21,0.063333,-0.265989,-0.542468,-0.478977,-0.223037,0.08625,0.083685,-0.127907,1.14,0.00,0.00,-0.006666
8/9/17,ESPR,7,1,37,0.013265,-0.265989,-0.542468,-0.478977,-0.223037,0.174685,0.120655,-0.030471,6.94,0.00,0.00,-0.030816
8/9/17,MBUU,3,2,57,-0.009901,-0.265989,-0.542468,-0.478977,-0.223037,0.058075,0.100065,-0.070324,10.38,0.00,0.00,0.025743
8/10/17,NCLH,3,3,17,0,-0.39276,-0.661069,-0.608265,-0.242834,0.82125,0.065743,-0.040652,10.63,1.00,0.00,0.036895
8/10/17,ACRS,7,1,37,0.019114,-0.39276,-0.661069,-0.608265,-0.242834,0.086269798,0.099383,0,16.67,0.00,0.00,0.070373
8/10/17,BGNE,7,1,48,0.047465,-0.39276,-0.661069,-0.608265,-0.242834,0.20126725,0.058163,-0.022577,9.57,0.00,1.00,-0.047183
8/10/17,KURA,7,1,66,0.038462,-0.39276,-0.661069,-0.608265,-0.242834,0.0575575,0.278099,-0.007634,115.56,0.00,1.00,-0.053847
8/10/17,MVIS,10,2,43,0.02381,-0.39276,-0.661069,-0.608265,-0.242834,0.011500001,0.062363,-0.018692,8.92,0.00,0.00,-0.021429
8/10/17,EAST,4,1,59,-0.166667,-0.39276,-0.661069,-0.608265,-0.242834,0.00621,0.264251,-0.307692,2776.56,0.00,0.00,-0.077777
8/14/17,AMH,9,3,10,0.00991,-0.464939,-0.773417,-0.538573,-0.383495,0.30636,0.044168,-0.018134,8.63,0.00,0.00,-0.002703
8/14/17,ETP,5,3,5,0.009115,-0.464939,-0.773417,-0.538573,-0.383495,1.0071,0.046736,-0.049924,9.73,0.00,0.00,-0.010724
8/14/17,G,10,3,17,-0.019411,-0.464939,-0.773417,-0.538573,-0.383495,0.2885,0.051839,-0.019708,11.78,1.00,0.00,0.009012
8/14/17,OMER,7,3,14,-0.002198,-0.464939,-0.773417,-0.538573,-0.383495,0.06825,0.063228,-0.075579,4.52,0.00,1.00,-0.007912
8/14/17,OXFD,7,3,11,0.056075,-0.464939,-0.773417,-0.538573,-0.383495,0.040125,0.097985,-0.07386,25.27,0.00,0.00,-0.057944
8/14/17,WEX,10,4,48,0.004861,-0.464939,-0.773417,-0.538573,-0.383495,0.2458115,0.055705,-0.007431,4.99,1.00,0.00,-0.008264
8/14/17,ZVO,4,3,11,0.027473,-0.464939,-0.773417,-0.538573,-0.383495,0.018886095,0.071349,-0.095427,7.10,1.00,0.00,-0.074726
8/15/17,NXST,2,4,48,-0.004032,-0.511534,-0.928153,-0.272624,-0.452242,0.0682,0.0238,-0.015091,1.58,1.00,0.00,0.001613
8/15/17,FGEN,7,1,31,0.030675,-0.511534,-0.928153,-0.272624,-0.452242,0.3749,0.101305,-0.013317,7.73,0.00,0.00,-0.030675
8/15/17,YY,2,1,23,0.016429,-0.511534,-0.928153,-0.272624,-0.452242,0.462875,0.092988,-0.042408,4.12,0.00,0.00,0.012142
8/16/17,ACHC,7,3,17,-0.016716,-0.403087,-1.085551,-0.258532,-0.553195,0.143652064,0.032146,-0.01606,2.66,1.00,0.00,-0.059194
8/16/17,FNGN,6,3,48,-0.016492,-0.403087,-1.085551,-0.258532,-0.553195,0.137039419,0.065064,-0.029112,15.53,1.00,0.00,-0.031484
8/16/17,NTEC,7,2,53,0.021277,-0.403087,-1.085551,-0.258532,-0.553195,0.05745515,0.436224,-0.030928,641.60,0.00,1.00,0.148936
8/17/17,BTU,5,3,23,-0.011573,-0.356826,-1.103079,-0.125741,-0.460997,0.35392,0.094841,-0.010379,10.40,1.00,0.00,-0.00434
8/17/17,LPLA,6,4,31,-0.002826,-0.356826,-1.103079,-0.125741,-0.460997,0.1472,0.035565,-0.002818,3.47,1.00,0.00,0.004348
8/17/17,PCTY,10,4,25,0.010769,-0.356826,-1.103079,-0.125741,-0.460997,0.0525525,0.022319,-0.014298,4.67,1.00,0.00,-0.01956
8/17/17,LAKE,3,2,59,0.003623,-0.356826,-1.103079,-0.125741,-0.460997,0.01116075,0.090259,-0.118211,4.90,0.00,0.00,-0.025362
8/17/17,NLST,10,2,22,0.05,-0.356826,-1.103079,-0.125741,-0.460997,0.0051,0.120705,-0.294118,46.70,0.00,0.00,-0.05
8/18/17,ACBI,6,3,39,0.075758,-0.299805,-1.227981,-0.039878,-0.531354,0.051300596,0.121192,-0.110512,60.11,1.00,0.00,-0.033334
8/18/17,ASYS,10,2,59,0.004211,-0.299805,-1.227981,-0.039878,-0.531354,0.011525875,0.073347,-0.063116,8.44,0.00,0.00,0.014736
8/18/17,SENS,7,2,50,0.106977,-0.299805,-1.227981,-0.039878,-0.531354,0.028773719,0.086316,-0.118852,20.51,0.00,0.00,0.186046
8/24/17,HSY,4,4,48,0.001596,-0.039389,-1.037984,0.381952,-0.280299,0.3195,0.014121,-0.008749,3.18,1.00,0.00,-0.010798
8/28/17,IQV,7,4,5,-0.00368,0.103074,-0.998918,0.346598,-0.303646,0.769886832,0.036349,-0.010119,4.81,1.00,0.00,-0.019526
8/28/17,UI,10,4,48,0.003092,0.103074,-0.998918,0.346598,-0.303646,0.06145,0.012445,-0.007911,1.76,1.00,0.00,-0.003092
8/31/17,VTGN,7,2,53,0,0.097376,-1.050225,0.277065,-0.501411,0.002400003,0.127557,-0.038462,31.88,0.00,1.00,0.005714
9/5/17,GDDY,10,3,48,-0.004318,0.044832,-1.073469,0.3277,-0.528718,0.8822,0.121667,-0.026118,16.38,1.00,0.00,-0.0025
9/5/17,TECK,1,4,35,0.025684,0.044832,-1.073469,0.3277,-0.528718,0.9975,0.072803,-0.067164,12.26,1.00,0.00,-0.023579
9/6/17,AM (old),5,2,5,-0.013037,0.113667,-1.092489,-0.031407,-0.534372,0.3145,0.053606,-0.063709,32.94,1.00,0.00,0.006042
9/6/17,BLDR,8,3,31,0.006748,0.113667,-1.092489,-0.031407,-0.534372,0.219759485,0.119693,-0.028026,15.87,1.00,0.00,0.009816
9/6/17,KEM,10,3,71,-0.009633,0.113667,-1.092489,-0.031407,-0.534372,0.183486545,0.143521,-0.05505,4.71,1.00,0.00,0.013761
9/6/17,INSM,7,1,31,0.042105,0.113667,-1.092489,-0.031407,-0.534372,0.402509775,0.164498,-0.029292,23.77,0.00,1.00,0.03193
9/6/17,IRT,9,1,17,0.033514,0.113667,-1.092489,-0.031407,-0.534372,0.13296875,0.153102,-0.022199,21.26,0.00,0.00,0.046486
9/6/17,MGP,9,1,10,0.026471,0.113667,-1.092489,-0.031407,-0.534372,0.404685,0.04351,-0.012266,25.44,0.00,0.00,-0.010458
9/6/17,TWOU,4,1,31,0.025714,0.113667,-1.092489,-0.031407,-0.534372,0.2056775,0.070965,-0.008699,8.92,0.04,0.00,0.076531
9/7/17,BWXT,8,4,10,0.008972,0.120327,-0.904465,0.263785,-0.2319,0.106616352,0.020064,-0.008892,3.72,1.00,0.00,-0.003365
9/7/17,INCY,7,3,10,0.001818,0.120327,-0.904465,0.263785,-0.2319,0.65274,0.023475,-0.017418,4.23,0.00,0.00,-0.02106
9/7/17,NOMD,4,1,23,0.020979,0.120327,-0.904465,0.263785,-0.2319,0.476666676,0.183061,0.003509,40.58,1.00,0.00,0.034965
9/7/17,AYX,10,1,31,-0.021176,0.120327,-0.904465,0.263785,-0.2319,0.17,0.13626,-0.010708,50.03,1.00,0.00,-0.059765
9/7/17,FSBW,6,1,57,0.015957,0.120327,-0.904465,0.263785,-0.2319,0.027599998,0.141911,-0.051272,47.58,0.00,0.00,0.015958
9/7/17,KTOS,8,1,35,0.02449,0.120327,-0.904465,0.263785,-0.2319,0.197225,0.158849,-0.045207,9.17,0.00,0.00,-0.022041
9/7/17,TRTN,8,1,10,0.024122,0.120327,-0.904465,0.263785,-0.2319,0.201494375,0.06697,-0.022971,13.70,0.00,0.00,-0.050992
9/8/17,BCBP,6,2,39,0.134694,0.024825,-0.959593,0.255853,-0.342649,0.04551,0.223924,-0.112319,200.37,0.00,0.00,-0.114286
9/8/17,LAND,9,2,36,0.002449,0.024825,-0.959593,0.255853,-0.342649,0.0140875,0.075933,-0.04595,10.78,0.00,0.00,0.009796
9/11/17,BIP,11,3,58,-0.018052,-0.057047,-0.925058,0.282792,-0.220012,0.7000388,0.060168,-0.03969,43.75,0.00,0.00,0.010689
9/11/17,CPT,9,3,25,-0.003627,-0.057047,-0.925058,0.282792,-0.220012,0.4453125,0.05126,-0.012326,7.44,0.00,0.00,0.005974
9/12/17,AGNC,9,3,23,0.001918,-0.046098,-0.624081,0.282489,-0.118504,0.58744875,0.063206,-0.030233,7.79,0.00,0.00,0.002878
9/12/17,SCMP,7,4,31,0.02,-0.046098,-0.624081,0.282489,-0.118504,0.025,0.042962,-0.045802,3.32,1.00,0.00,0
9/12/17,BCRX,7,1,35,0.079612,-0.046098,-0.624081,0.282489,-0.118504,0.092000002,0.161811,-0.015296,10.71,0.00,1.00,-0.038835
9/12/17,PTLA,7,1,48,0.005818,-0.046098,-0.624081,0.282489,-0.118504,0.4016375,0.098954,-0.03441,8.74,0.00,1.00,-0.005818
9/12/17,SUPV,6,1,10,0.061,-0.046098,-0.624081,0.282489,-0.118504,0.4738,0.327468,-0.005964,93.09,0.32,0.00,0.0135
9/13/17,BVXV,7,2,38,0.055,-0.048294,-0.627192,0.136572,0.009446,0.010000002,0.235522,-0.21363,60.85,0.00,1.00,0.116667
9/13/17,CRIS,7,3,4,0.081081,-0.048294,-0.627192,0.136572,0.009446,0.037,0.122041,-0.075,35.63,0.00,1.00,-0.086486
9/13/17,EPZM,7,2,48,-0.036066,-0.048294,-0.627192,0.136572,0.009446,0.16099425,0.135427,-0.043887,20.66,0.00,1.00,0.085246
9/13/17,PFGC,4,3,5,0.010563,-0.048294,-0.627192,0.136572,0.009446,0.142,0.048042,-0.034014,8.61,1.00,0.00,-0.010563
9/13/17,SMMT,7,2,13,0.071667,-0.048294,-0.627192,0.136572,0.009446,0.0201342,0.021077,-0.213115,101.73,0.00,0.00,-0.0675
9/13/17,TIF,3,4,48,-0.00625,-0.048294,-0.627192,0.136572,0.009446,0.41536,0.035338,-0.011622,2.61,1.00,0.00,-0.030297
9/13/17,USFD,4,3,35,-0.009455,-0.048294,-0.627192,0.136572,0.009446,1.1,0.178278,-0.018208,29.21,1.00,0.00,-0.006181
9/13/17,WLH,3,3,23,-0.016977,-0.048294,-0.627192,0.136572,0.009446,0.080242384,0.104007,-0.025817,12.57,1.00,0.00,-0.01118
9/13/17,TCMD,7,2,75,0.025758,-0.048294,-0.627192,0.136572,0.009446,0.125235,0.187186,-0.070684,21.63,1.00,0.00,0.024848
9/13/17,FDC,8,1,10,0.007324,-0.048294,-0.627192,0.136572,0.009446,1.7350625,0.092093,-0.03585,35.80,1.00,0.00,-0.003944
9/14/17,CMI,8,4,37,-0.00822,-0.211792,-0.595793,0.360965,0.159877,0.294501,0.010619,-0.007379,1.48,1.00,0.00,0.00689
9/14/17,INBK,6,2,39,0.008621,-0.211792,-0.595793,0.360965,0.159877,0.0550275,0.202117,-0.066023,69.25,0.00,0.00,-0.005173
9/14/17,IQV,7,3,31,-0.003255,-0.211792,-0.595793,0.360965,0.159877,0.85725,0.042633,-0.002095,2.49,1.00,0.00,-0.004934
9/14/17,WKHS,3,2,21,0.1,-0.211792,-0.595793,0.360965,0.159877,0.011999987,0.091181,-0.090909,15.25,0.00,0.00,-0.23125
9/14/17,ARRY (old),7,1,35,0.03907,-0.211792,-0.595793,0.360965,0.159877,0.258749985,0.108877,-0.00463,3.85,0.00,0.00,-0.032558
9/14/17,AZUL,8,1,17,0.041495,-0.211792,-0.595793,0.360965,0.159877,0.398514385,0.123138,-0.025501,85.54,1.00,0.00,0.016823
9/15/17,MRNS,7,2,38,0.125333,-0.355694,-0.739329,0.255821,0.287862,0.040250003,0.293937,-0.064838,4.13,0.00,1.00,-0.032
9/15/17,TTOO,7,2,13,0.0275,-0.355694,-0.739329,0.255821,0.287862,0.020125,0.124506,-0.342105,30.16,0.00,0.00,0.1025
9/18/17,MDWD,7,2,21,0.04,-0.180704,-0.543462,0.48417,0.84458,0.02518832,0.166957,-0.173554,268.55,0.00,1.00,-0.04
9/18/17,MUX,1,3,14,-0.031111,-0.180704,-0.543462,0.48417,0.84458,0.046575,0.0545,-0.074074,5.32,0.00,0.00,0.008889
9/19/17,FWONA,2,2,31,0.009358,-0.228478,-0.58657,0.321875,0.810298,0.661880142,0.094672,-0.023499,10.55,1.00,0.00,0.013904
9/19/17,ALDX,7,2,14,0.048276,-0.228478,-0.58657,0.321875,0.810298,0.028764375,0.185482,-0.203297,2.15,0.00,1.00,-0.048276
9/19/17,DSKE,8,1,64,0.051667,-0.228478,-0.58657,0.321875,0.810298,0.0730296,0.12138,-0.060298,27.57,0.08,0.00,0.015
9/19/17,NBRV,7,1,48,0.011765,-0.228478,-0.58657,0.321875,0.810298,0.080000003,0.256949,-0.075082,100.49,0.00,1.00,-0.04
9/20/17,HGV,3,4,6,0.031746,-0.259575,-0.494007,0.190314,0.958456,0.1835001,0.051573,-0.030508,13.85,1.00,0.00,0.02562
9/20/17,VEON,2,3,17,0.033735,-0.259575,-0.494007,0.190314,0.958456,0.3735,0.051232,-0.007177,36.15,1.00,0.00,-0.031325
9/20/17,BBU,8,3,67,-0.007333,-0.259575,-0.494007,0.190314,0.958456,0.230115,0.102324,-0.034749,1004.95,0.00,0.00,0.009666
9/20/17,IOVA,7,1,37,0.092308,-0.259575,-0.494007,0.190314,0.958456,0.057500001,0.109308,-0.090909,15.06,0.00,1.00,-0.015385
9/20/17,XLRN,7,1,35,-0.006757,-0.259575,-0.494007,0.190314,0.958456,0.229999992,0.122733,-0.019348,16.24,0.00,1.00,-0.045946
9/20/17,BECN,8,1,17,0.020421,-0.259575,-0.494007,0.190314,0.958456,0.345503125,0.094782,-0.007522,6.24,0.00,0.00,0.020842
9/21/17,ONCE,7,4,48,0.007708,-0.306713,-0.437567,0.390397,1.216832,0.08563,0.027914,-0.016877,2.57,1.00,0.00,-0.013314
9/21/17,JUNO,7,1,48,0.051951,-0.306713,-0.437567,0.390397,1.216832,0.287615,0.054632,-0.014897,1.27,0.00,0.00,0.049025
9/25/17,SBRA,9,2,5,-0.004762,-0.0208,-0.248595,0.262434,1.379638,0.3864,0.090997,-0.059561,9.49,0.00,0.00,0.000952
9/26/17,ASND,7,2,35,0.014085,-0.090348,-0.230723,0.280846,1.349676,0.155135,0.104676,-0.043127,12.34,0.00,1.00,-0.03831
9/26/17,WLKP,1,2,71,-0.006818,-0.090348,-0.230723,0.280846,1.349676,0.11385,0.142587,-0.087137,265.13,0.00,0.00,0.006818
9/26/17,CTLT,7,1,48,0.00179,-0.090348,-0.230723,0.280846,1.349676,0.287551175,0.048491,-0.002805,4.62,0.00,0.00,0.028133
9/26/17,KDMN,7,2,37,-0.016667,-0.090348,-0.230723,0.280846,1.349676,0.080325,0.316428,-0.212598,54.92,0.00,1.00,0.096667
9/26/17,TXMD,7,3,35,-0.026549,-0.090348,-0.230723,0.280846,1.349676,0.07006,0.057294,-0.067657,7.53,0.00,0.00,-0.037168
9/26/17,GGAL,6,1,10,0.02,-0.090348,-0.230723,0.280846,1.349676,0.6325,0.097428,-0.003984,28.59,0.00,0.00,-0.033
9/27/17,ZTO,8,4,71,0.004286,-0.036097,-0.265841,0.228133,1.31233,0.0511,0.00499,-0.020294,1.30,1.00,0.00,-0.003572
9/27/17,ITCI,7,1,35,-0.025161,-0.036097,-0.265841,0.228133,1.31233,0.172499996,0.182243,-0.069628,15.53,0.00,0.00,0.021935
9/27/17,CLDR,10,1,48,0.054711,-0.036097,-0.265841,0.228133,1.31233,0.254101999,0.10216,-0.008439,19.24,0.78,0.00,-0.020061
9/28/17,HLT,3,3,31,-0.003613,0.021577,-0.172625,0.132679,1.389389,1.011012,0.045657,-0.002307,7.20,1.00,0.00,0.007226
9/28/17,NXST,2,4,57,0.015574,0.021577,-0.172625,0.132679,1.389389,0.03911564,0.013874,-0.019293,0.92,1.00,0.00,0.005737
9/28/17,P,2,4,48,0.016352,0.021577,-0.172625,0.132679,1.389389,0.05565,0.028852,-0.01487,1.34,1.00,0.00,-0.049056
9/28/17,CSGP,9,1,35,0.019231,0.021577,-0.172625,0.132679,1.389389,0.86250008,0.080771,-0.022924,17.93,0.00,0.00,0.0125
9/28/17,YUMAQ,5,1,52,-0.010005,0.021577,-0.172625,0.132679,1.389389,0.0101,0.433221,-0.122807,256.67,0.00,0.00,-0.0385
9/29/17,JAGX,7,1,46,1.324944,-0.003988,-0.402166,0.012755,1.010441,0.00425,0.238896,-0.5,69.55,0.00,1.00,-1.324968
9/29/17,QLGN,7,1,2,-0.15,-0.003988,-0.402166,0.012755,1.010441,0.02419,0.795776,-0.2,133.94,0.00,0.00,0.025
10/2/17,ZGNX,7,1,66,0.026667,-1.339667,-1.691336,-0.108459,0.894619,0.2889375,0.212434,-0.03599,2.61,0.00,1.00,0.009333
10/3/17,LUMO,7,2,10,0.065367,-1.331286,-1.659385,-0.08144,0.953825,0.0589375,0.138038,-0.060495,0.80,0.00,0.00,0.092683
10/3/17,SBBP,7,2,14,-0.016,-1.331286,-1.659385,-0.08144,0.953825,0.025,0.100471,-0.166667,44.53,0.00,1.00,-0.008
10/3/17,PZG,1,2,13,0.014286,-1.331286,-1.659385,-0.08144,0.953825,0.004928,0.140629,-0.10828,60.16,0.00,0.00,0.028571
10/4/17,MTDR,5,3,8,-0.001898,-1.241172,-1.551845,0.063329,1.125018,0.2108,0.073774,-0.035505,6.31,0.00,0.00,0.006832
10/4/17,USAU,1,2,44,0.027778,-1.241172,-1.551845,0.063329,1.125018,0.0025,0.098457,-0.057592,8.32,0.00,0.00,-0.005556
10/4/17,RIGL,7,1,37,0.125373,-1.241172,-1.551845,0.063329,1.125018,0.06973025,0.127519,-0.074586,12.14,0.00,1.00,0.038806
10/4/17,TROX,1,1,35,0.087727,-1.241172,-1.551845,0.063329,1.125018,0.49335,0.163899,-0.073684,16.38,1.00,0.00,0.042273
10/4/17,CDNA,7,1,22,0.455,-1.241172,-1.551845,0.063329,1.125018,0.01997136,0.168523,-0.092971,9.06,0.00,0.00,0
10/5/17,NLY,9,3,23,0.005,-1.157119,-1.443411,0.864218,1.906066,0.8574084,0.056371,-0.030695,9.58,0.00,0.00,0.005
10/5/17,GSAT,2,1,48,0,-1.157119,-1.443411,0.864218,1.906066,0.121052631,0.066771,-0.006024,24.89,0.00,0.00,0.030303
10/5/17,IMGN,7,1,37,0.044615,-1.157119,-1.443411,0.864218,1.906066,0.1083875,0.139293,-0.075391,4.03,0.00,1.00,0.009231
10/11/17,PTGX,7,2,66,0.052353,-1.050492,-1.572985,1.083391,1.714225,0.0690115,0.172791,-0.141848,88.36,0.00,1.00,-0.067059
10/11/17,EBMT,6,2,24,0.013699,-1.050492,-1.572985,1.083391,1.714225,0.021699998,0.215987,-0.046997,229.31,0.00,0.00,0.016438
10/11/17,FLXN,7,1,74,0.029804,-1.050492,-1.572985,1.083391,1.714225,0.14076,0.130773,-0.027089,3.15,0.00,0.00,-0.019608
10/11/17,MU,10,1,35,0.005122,-1.050492,-1.572985,1.083391,1.714225,1.380000017,0.025699,-0.01466,0.77,0.00,0.00,-0.015366
10/12/17,SGH,10,4,5,0.027217,0.163881,-1.55228,1.062774,1.760746,0.040875,0.057662,-0.059804,2.80,1.00,0.00,0.003364
10/12/17,TNDM,7,2,53,-0.028571,0.163881,-1.55228,1.062774,1.760746,0.016205,0.457644,-0.252137,40.70,0.00,0.00,-0.117143
10/12/17,ANAB,7,1,23,0.034307,0.163881,-1.55228,1.062774,1.760746,0.22408953,0.128811,-0.032486,10.28,0.00,1.00,-0.018979
10/12/17,REVG,8,1,31,-0.007339,0.163881,-1.55228,1.062774,1.760746,0.313375,0.155894,-0.010889,58.10,1.00,0.00,0.002568
10/13/17,CTT,9,2,57,0.008097,0.024358,-1.57798,0.781291,1.623517,0.05681,0.093406,-0.052187,35.35,0.00,0.00,-0.007287
10/13/17,LCTX,7,2,57,0.011538,0.024358,-1.57798,0.781291,1.623517,0.028750002,0.076666,-0.047619,29.65,0.00,0.00,0.011539
10/16/17,ABEO,7,2,37,0.0875,-0.084644,-1.590391,0.028843,1.65242,0.092,0.110409,-0.041916,3.72,0.00,1.00,0.03125
10/17/17,GOGL,8,2,26,0.003529,-0.135749,-1.530866,0.053444,1.631097,0.065999993,0.055408,0,43.19,0.00,0.00,-0.015294
10/18/17,ESTE,5,2,23,-0.005405,-0.195577,-1.55677,0.026296,1.426077,0.041625,0.0708,-0.120722,50.63,0.00,0.00,-0.017298
10/18/17,OFC,9,4,48,0.003086,-0.195577,-1.55677,0.026296,1.426077,0.03564,0.011059,-0.004608,2.15,1.00,0.00,-0.008642
10/18/17,PEGI,11,2,48,0.000855,-0.195577,-1.55677,0.026296,1.426077,0.21528,0.073775,-0.046066,10.74,0.00,0.00,0.011111
10/18/17,AKTX,7,2,14,-0.03,-0.195577,-1.55677,0.026296,1.426077,0.0174,0.228093,-0.21875,3.55,0.00,0.00,-0.07
10/18/17,RDCM,2,2,75,0.020513,-0.195577,-1.55677,0.026296,1.426077,0.032399952,0.10977,-0.034653,41.42,0.00,0.00,0.038461
10/18/17,KMG,1,1,31,0.012407,-0.195577,-1.55677,0.026296,1.426077,0.1863,0.201252,-0.021916,47.12,0.00,0.00,0.016482
10/18/17,OEG,11,1,22,0.089286,-0.195577,-1.55677,0.026296,1.426077,0.020699997,0.23441,-0.060403,130.36,0.00,0.00,-0.05
10/18/17,BXC,8,1,11,0.147143,-0.195577,-1.55677,0.026296,1.426077,0.031103996,0.424682,-0.136868,191.72,1.00,0.00,0.024286
10/19/17,RXDX (Old),7,1,35,0.0125,-0.165582,-1.362168,0.313157,1.680853,0.16,0.150971,-0.039039,13.23,0.00,0.00,-0.025
10/19/17,RMBL,3,1,59,0,-0.165582,-1.362168,0.313157,1.680853,0.016005,0.243953,-0.408602,52717.39,0.00,0.00,-0.074545
10/23/17,FRC,6,3,10,0.011305,-0.134937,-1.532213,0.202225,1.370475,0.2797375,0.015571,-0.019746,2.35,0.00,0.00,0.012847
10/24/17,CRBP,7,2,14,-0.014286,-0.126342,-1.488255,0.107627,1.416849,0.0374325,0.084741,-0.054054,6.61,0.00,1.00,0
10/24/17,IMDZ,7,1,66,0.02439,-0.126342,-1.488255,0.107627,1.416849,0.0919425,0.432468,-0.057471,44.82,0.00,0.00,0
10/24/17,QURE,7,1,66,-0.02137,-0.126342,-1.488255,0.107627,1.416849,0.09125,0.163292,-0.028222,4.43,0.00,1.00,-0.047123
10/24/17,SACH,9,1,29,-0.005,-0.126342,-1.488255,0.107627,1.416849,0.01725,0.25247,-0.004975,353.39,0.00,0.00,0.015
10/25/17,BK,6,4,10,0.010677,-0.189715,-1.461006,0.071003,1.306766,0.236343267,0.004361,-0.008132,1.34,1.00,0.00,-0.024023
10/25/17,HLI,6,3,48,-0.009762,-0.189715,-1.461006,0.071003,1.306766,0.1575,0.052498,-0.031589,20.11,1.00,0.00,-0.00619
10/25/17,HCM,7,1,10,0.11283,-0.189715,-1.461006,0.071003,1.306766,0.301299965,0.075249,-0.088721,204.71,0.00,1.00,0.043396
10/25/17,IDRA,7,1,35,-0.096667,-0.189715,-1.461006,0.071003,1.306766,0.057500001,0.182136,-0.261084,27.92,0.00,0.00,0.076667
10/25/17,PFLT,6,2,48,-0.016961,-0.189715,-1.461006,0.071003,1.306766,0.0890318,0.155925,-0.030158,54.92,0.00,0.00,-0.00424
10/25/17,SVRA,7,2,37,0.016561,-0.189715,-1.461006,0.071003,1.306766,0.047394375,0.178247,-0.147666,64.31,0.00,1.00,0.035668
10/25/17,VIRX,7,2,21,-0.069999,-0.189715,-1.461006,0.071003,1.306766,0.015,0.241833,0.081081,25.59,0.00,1.00,0.105
10/25/17,CWH,3,1,31,-0.020741,-0.189715,-1.461006,0.071003,1.306766,0.31038386,0.076696,-0.00369,17.21,1.00,0.00,0.020741
10/26/17,HTHT,3,1,25,-0.000538,0.072598,-1.177459,0.061675,1.352131,0.03397698,0.003661,0,0.69,0.00,0.00,0.002535
10/26/17,IRCP,9,3,35,-0.022364,0.072598,-1.177459,0.061675,1.352131,0.1408,0.081261,-0.149265,2766.82,1.00,0.00,0.045091
10/26/17,ATOS,7,2,46,0.023186,0.072598,-1.177459,0.061675,1.352131,0.0055,0.450579,-0.482353,2.28,0.00,1.00,-0.000455
10/26/17,VBIV,7,2,8,0.065574,0.072598,-1.177459,0.061675,1.352131,0.049105,0.226887,-0.086826,214.40,0.00,1.00,0.029508
10/26/17,FBMS,6,1,39,0.034483,0.072598,-1.177459,0.061675,1.352131,0.0583625,0.1605,-0.044481,98.71,0.00,0.00,0.055172
10/27/17,CLSN,7,2,53,-0.08,0.260049,-1.081319,0.380912,1.488953,0.0066,0.240116,-0.125874,0.29,0.00,1.00,0.004
10/27/17,EIGR,7,2,11,0.08,0.260049,-1.081319,0.380912,1.488953,0.02132961,0.181451,-0.074074,24.73,0.00,1.00,0.08
10/30/17,EVA,1,4,58,-0.017857,0.443594,-0.998271,0.44076,1.576763,0.0308,0.041798,-0.041096,33.11,1.00,0.00,0.007143
10/30/17,OFC,9,2,74,0.016452,0.443594,-0.998271,0.44076,1.576763,0.2852,0.074343,-0.029734,13.30,0.00,0.00,0.013548
10/30/17,TRU,8,3,48,-0.010506,0.443594,-0.998271,0.44076,1.576763,0.394462851,0.041311,-0.002287,5.08,1.00,0.00,0.01318
10/31/17,CSTM,1,1,23,0.040909,0.464618,-0.98754,0.511109,1.589742,0.31625,0.191226,-0.017857,24.26,0.00,0.00,-0.031818
11/1/17,ASMB,7,2,37,0,0.464923,-1.01766,0.347243,1.566695,0.069255875,0.112779,-0.046536,30.02,0.00,1.00,0.09578
11/1/17,NTLA,7,1,23,-0.0625,0.464923,-1.01766,0.347243,1.566695,0.15,0.147631,-0.057715,16.75,0.00,1.00,-0.0625
